date,latitude,longitude,depth,magnitude,location
2003-09-25T21:08:00,41.774,143.593,33,7.4,"Shizunai-furukawach?, Japan"
2003-09-25T19:50:00,41.815,143.91,27,8.16,"Kushiro, Japan"
2003-09-21T18:16:00,19.917,95.672,10,6.6,"Taungdwingyi, Myanmar"
2003-08-21T12:12:00,-45.104,167.144,28,7.2,"Te Anau, New Zealand"
2003-08-04T04:37:00,-60.532,-43.411,10,7.6,Scotia Sea
2003-07-15T18:46:00,-3.828,152.174,33,6.5,"Rabaul, Papua New Guinea"
2003-06-20T13:30:00,-30.608,-71.637,33,6.8,"Ovalle, Chile"
2003-06-16T22:08:00,55.492,159.999,174.8,6.9,"Atlasovo, Russia"
2003-06-07T00:32:00,-5.095,152.502,33,6.6,"Kokopo, Papua New Guinea"
2003-05-26T19:23:00,2.354,128.855,31,7,"Tobelo, Indonesia"
2003-05-26T09:24:00,38.849,141.568,68,7,"?funato, Japan"
2003-05-21T18:44:00,36.964,3.634,12,6.8,"Dellys, Algeria"
2003-03-25T02:53:00,-8.294,120.743,33,6.5,"Ruteng, Indonesia"
2003-03-11T07:27:00,-4.694,153.238,40.2,6.8,"Kokopo, Papua New Guinea"
2003-01-22T02:06:00,18.77,-104.104,24,7.6,"Cuyutlán, Mexico"
2003-01-21T02:46:00,13.626,-90.774,24,6.5,"Puerto San José, Guatemala"
2003-01-20T08:43:00,-10.491,160.77,33,7.3,"Kirakira, Solomon Islands"
2003-01-10T13:11:00,-5.311,153.701,71.9,6.7,"Kokopo, Papua New Guinea"
2002-12-12T08:30:00,-4.786,153.275,34,6.7,"New Ireland region, Papua New Guinea"
2002-11-03T22:12:00,63.5141,-147.453,4.2,7.9,"Cantwell, Alaska"
2002-11-02T01:26:00,2.824,96.085,30,7.4,"Sinabang, Indonesia"
2002-10-23T11:27:00,63.5144,-147.912,4.2,6.6,"Cantwell, Alaska"
2002-10-10T12:28:00,-1.511,133.973,10,6.7,"Manokwari, Indonesia"
2002-10-10T10:50:00,-1.757,134.297,10,7.6,"Manokwari, Indonesia"
2002-09-13T22:28:00,13.036,93.068,21,6.5,"Bamboo Flat, India"
2002-09-08T18:44:00,-3.302,142.945,13,7.6,"Aitape, Papua New Guinea"
2002-08-14T13:57:00,14.101,146.199,30,6.5,"San Jose Village, Northern Mariana Islands"
2002-07-31T00:16:00,7.929,-82.793,10,6.5,"Punta de Burica, Panama"
2002-06-22T02:58:00,35.626,49.047,10,6.5,"Abhar, Iran"
2002-06-18T13:56:00,-30.805,-71.124,54,6.6,"Monte Patria, Chile"
2002-06-17T21:26:00,-12.592,166.383,33,6.7,"Sola, Vanuatu"
2002-04-26T16:06:00,13.088,144.619,85.7,7.1,"Merizo Village, Guam"
2002-04-18T16:08:00,-27.535,-70.586,62,6.7,"Copiapó, Chile"
2002-04-18T05:02:00,16.985,-100.865,24.9,6.8,"Nuxco, Mexico"
2002-03-31T06:52:00,24.279,122.179,32.8,7.1,"Hualien City, Taiwan"
2002-03-28T04:56:00,-21.663,-68.329,125.1,6.5,"Calama, Chile"
2002-03-05T21:16:00,6.033,124.249,31,7.5,"Mindanao, Philippines"
2002-03-03T12:08:00,36.502,70.482,225.6,7.4,"Jurm, Afghanistan"
2002-02-05T13:27:00,-5.345,151.248,39,6.6,"Kimbe, Papua New Guinea"
2002-02-03T07:11:00,38.573,31.271,5,6.5,"Sultanda??, Turkey"
2002-01-10T11:14:00,-3.212,142.427,11,6.7,"Aitape, Papua New Guinea"
2002-01-03T10:17:00,-17.664,168.004,10,6.6,"Port-Vila, Vanuatu"
2002-01-02T17:22:00,-17.6,167.856,21,7.2,"Port-Vila, Vanuatu"
2001-12-23T22:52:00,-9.613,159.53,16,6.8,"Malango, Solomon Islands"
2001-12-18T04:02:00,23.954,122.734,14,6.8,"Yonakuni, Japan"
2001-12-02T13:01:00,39.402,141.089,123.8,6.5,"Hanamaki, Japan"
2001-11-14T09:26:00,35.946,90.541,10,7.8,"Southern Qinghai, China"
2001-10-31T09:10:00,-5.912,150.196,33,7,"Kimbe, Papua New Guinea"
2001-10-19T03:28:00,-4.102,123.907,33,7.5,"Kendari, Indonesia"
2001-10-12T15:02:00,12.686,144.98,37,7,"Inarajan Village, Guam"
2001-09-11T14:56:00,-0.578,133.13,33,6.5,"Manokwari, Indonesia"
2001-07-28T07:32:00,58.775,-154.701,131.8,6.6,"Kokhanok, Alaska"
2001-07-26T00:21:00,39.059,24.244,10,6.5,"Skýros, Greece"
2001-07-07T09:38:00,-17.543,-72.077,33,7.6,"Punta de Bombón, Peru"
2001-07-05T13:53:00,-16.086,-73.987,62,6.6,"Achanizo, Peru"
2001-06-26T04:18:00,-17.745,-71.649,24,6.7,"Pacocha, Peru"
2001-06-23T20:33:00,-16.265,-73.641,33,8.4,"Atico, Peru"
2001-04-19T21:43:00,-7.41,155.865,17,6.7,"Panguna, Papua New Guinea"
2001-03-24T06:27:00,34.083,132.526,50,6.8,"Kure, Japan"
2001-03-19T05:52:00,-4.029,128.02,33,6.5,"Ambon, Indonesia"
2001-02-28T18:54:00,47.149,-122.727,51.798,6.8,"Longbranch, Washington"
2001-02-24T07:23:00,1.271,126.249,35,7.1,"Ternate, Indonesia"
2001-02-13T19:28:00,-4.68,102.562,36,7.4,"Bengkulu, Indonesia"
2001-02-13T14:22:00,13.671,-88.938,10,6.6,"Cojutepeque, El Salvador"
2001-01-26T03:16:00,23.419,70.232,16,7.7,"Bhach?u, India"
2001-01-16T13:25:00,-4.022,101.776,28,6.9,"Bengkulu, Indonesia"
2001-01-13T17:33:00,13.049,-88.66,60,7.7,"Puerto El Triunfo, El Salvador"
2001-01-10T16:02:00,56.7744,-153.281,36.4,6.9,"Old Harbor, Alaska"
2001-01-09T16:49:00,-14.928,167.17,103,7.1,"Port-Olry, Vanuatu"
2001-01-01T08:54:00,6.631,126.899,33,6.8,"Mindanao, Philippines"
2001-01-01T06:57:00,6.898,126.579,33,7.5,"Lukatan, Philippines"
2000-12-06T22:57:00,-4.218,152.725,31,6.5,"Kokopo, Papua New Guinea"
2000-12-06T17:11:00,39.566,54.799,30,7,"Balkanabat, Turkmenistan"
2000-11-25T18:10:00,40.167,49.954,33,6.5,"Badamdar, Azerbaijan"
2000-11-25T18:09:00,40.245,49.946,50.4,6.8,"Baku, Azerbaijan"
2000-11-18T06:54:00,-5.228,151.771,33,6.8,"Kokopo, Papua New Guinea"
2000-11-18T02:05:00,-5.097,153.181,33,6.6,"Kokopo, Papua New Guinea"
2000-11-17T21:01:00,-5.496,151.781,33,7.8,"Kokopo, Papua New Guinea"
2000-11-16T07:45:00,-4.827,153.226,33,6.5,"Kokopo, Papua New Guinea"
2000-11-16T07:42:00,-5.233,153.102,30,7.8,"Kokopo, Papua New Guinea"
2000-11-16T04:54:00,-3.98,152.169,33,8,"Rabaul, Papua New Guinea"
2000-11-08T06:59:00,7.042,-77.829,17,6.5,"Juradó, Colombia"
2000-10-29T08:37:00,-4.766,153.945,50,7,"Kokopo, Papua New Guinea"
2000-10-25T09:32:00,-6.549,105.63,38,6.8,"Labuan, Indonesia"
2000-10-06T04:30:00,35.456,133.134,10,6.7,"Matsue, Japan"
2000-10-04T16:58:00,-15.421,166.91,23,7,"Luganville, Vanuatu"
2000-10-02T02:25:00,-7.977,30.709,34,6.5,"Nkove, Tanzania"
2000-08-28T15:05:00,-4.11,127.394,16,6.8,"Ambon, Indonesia"
2000-08-09T11:41:00,18.198,-102.48,45.8,6.5,"El Habillal, Mexico"
2000-08-04T21:13:00,48.786,142.246,10,6.8,"Uglegorsk, Russia"
2000-08-03T01:09:00,-12.037,166.448,33,6.6,"Lata, Solomon Islands"
2000-07-30T12:25:00,33.901,139.376,10,6.5,"Shimoda, Japan"
2000-07-16T03:57:00,-7.747,150.917,10,6.6,"Kandrian, Papua New Guinea"
2000-07-11T01:32:00,57.3546,-154.198,42.9,6.5,"Larsen Bay, Alaska"
2000-06-21T00:51:00,63.98,-20.758,10,6.5,"Selfoss, Iceland"
2000-06-18T14:44:00,-13.802,97.453,10,7.9,South Indian Ocean
2000-06-17T15:40:00,63.966,-20.487,10,6.5,"Selfoss, Iceland"
2000-06-07T23:45:00,-4.612,101.905,33,6.7,"Bengkulu, Indonesia"
2000-06-04T16:39:00,-4.646,102.102,33,6.7,"Bengkulu, Indonesia"
2000-06-04T16:28:00,-4.721,102.087,33,7.9,"Bengkulu, Indonesia"
2000-05-12T18:43:00,-23.548,-66.452,225,7.2,"San Antonio de los Cobres, Argentina"
2000-05-04T04:21:00,-1.105,123.573,26,7.6,"Luwuk, Indonesia"
2000-03-03T22:22:00,-6.817,143.807,10,6.6,"Ialibu, Papua New Guinea"
2000-02-06T11:33:00,-5.844,150.876,33,6.6,"Kimbe, Papua New Guinea"
2000-01-28T14:21:00,43.046,146.837,61.1,6.8,"Shikotan, Russia"
2000-01-08T16:47:00,-16.925,-174.248,183.4,7.2,"Hihifo, Tonga"
1999-12-29T13:29:00,-10.86,165.354,33,6.9,"Lata, Solomon Islands"
1999-12-21T14:14:00,-6.845,105.555,56,6.5,"Labuan, Indonesia"
1999-12-11T18:03:00,15.766,119.74,33,7.3,"Bolitoc, Philippines"
1999-12-06T23:12:00,57.3424,-154.347,43.6,7,"Karluk, Alaska"
1999-11-30T04:01:00,-18.901,-69.171,128.1,6.6,"Arica, Chile"
1999-11-26T13:21:00,-16.423,168.214,33,7.5,"Lakatoro, Vanuatu"
1999-11-19T13:56:00,-6.351,148.763,33,7,"Kandrian, Papua New Guinea"
1999-11-17T03:27:00,-5.978,148.82,47.5,6.9,"Kandrian, Papua New Guinea"
1999-11-12T16:57:00,40.758,31.161,10,7.2,"Düzce, Turkey"
1999-11-08T16:45:00,36.522,71.24,228.4,6.5,"Ashk?sham, Afghanistan"
1999-10-16T09:46:00,34.6033,-116.265,13.73,7.1,"Hector Mine, CA Earthquake"
1999-09-30T16:31:00,16.059,-96.931,60.6,7.5,"San Baltazar Loxicha, Mexico"
1999-09-25T23:52:00,23.738,121.158,17,6.5,"Puli, Taiwan"
1999-09-20T17:47:00,23.772,120.982,33,7.7,"Puli, Taiwan"
1999-08-22T12:40:00,-16.117,168.039,33,6.6,"Lakatoro, Vanuatu"
1999-08-20T10:02:00,9.044,-84.159,20,6.9,"Quepos, Costa Rica"
1999-08-17T00:01:00,40.748,29.864,17,7.6,"Derince, Turkey"
1999-07-11T14:14:00,15.782,-88.33,10,6.7,"Potrerillos, Honduras"
1999-06-15T20:42:00,18.386,-97.436,70,7,"Texcala, Mexico"
1999-05-17T10:07:00,-5.165,152.877,27,6.6,"Kokopo, Papua New Guinea"
1999-05-16T00:51:00,-4.751,152.486,73.7,7.1,"Kokopo, Papua New Guinea"
1999-05-10T20:33:00,-5.159,150.88,138,7.1,"Kimbe, Papua New Guinea"
1999-04-13T10:38:00,-21.422,-176.46,164.2,6.8,"Haveluloto, Tonga"
1999-04-05T11:08:00,-5.591,149.568,150,7.4,"Kimbe, Papua New Guinea"
1999-04-03T06:17:00,-16.66,-72.662,87.2,6.8,"Camaná, Peru"
1999-03-28T19:05:00,30.512,79.403,15,6.6,"P?palkoti, India"
1999-03-20T10:47:00,51.587,-177.668,33,6.9,"Adak, Alaska"
1999-03-08T12:25:00,52.056,159.52,56.6,6.9,"Vilyuchinsk, Russia"
1999-03-04T08:52:00,5.397,121.937,33,7.1,"Tabiauan, Philippines"
1999-03-04T05:38:00,28.343,57.193,33,6.6,"K?h Sef?d, Iran"
1999-02-06T21:47:00,-12.853,166.697,90.1,7.3,"Sola, Vanuatu"
1999-01-28T08:10:00,52.886,-169.123,67.2,6.6,"Nikolski, Alaska"
1999-01-19T03:35:00,-4.596,153.235,114.1,7,"Kokopo, Papua New Guinea"
1998-12-27T00:38:00,-21.632,-176.376,144.3,6.8,"Haveluloto, Tonga"
1998-11-29T14:10:00,-2.071,124.891,33,7.7,"Luwuk, Indonesia"
1998-11-09T05:38:00,-6.92,128.946,33,7,"Lospalos, Timor Leste"
1998-11-09T05:30:00,-6.954,129.022,33,6.7,"Lospalos, Timor Leste"
1998-09-28T13:34:00,-8.194,112.413,151.6,6.6,"Sumberpucung, Indonesia"
1998-09-03T17:37:00,-29.45,-71.715,27,6.6,"Coquimbo, Chile"
1998-09-02T08:37:00,5.41,126.764,50,6.8,"Pondaguitan, Philippines"
1998-08-04T18:59:00,-0.593,-80.393,33,7.2,"Bahía de Caráquez, Ecuador"
1998-07-29T18:00:00,-2.693,138.901,33,6.7,"Abepura, Indonesia"
1998-07-17T08:49:00,-2.961,141.926,10,7,"Aitape, Papua New Guinea"
1998-07-16T11:56:00,-11.04,166.16,110.2,7,"Lata, Solomon Islands"
1998-05-30T06:22:00,37.106,70.11,33,6.6,"Rust?q, Afghanistan"
1998-05-22T04:48:00,-17.731,-65.431,24,6.6,"Mizque, Bolivia"
1998-05-21T05:34:00,0.207,119.584,33,6.7,"Palu, Indonesia"
1998-05-13T23:02:00,-5.147,151.714,61.4,6.6,"Kokopo, Papua New Guinea"
1998-05-03T23:30:00,22.306,125.308,33,7.5,"Ishigaki, Japan"
1998-04-03T22:01:00,-8.148,-74.238,164.6,6.6,"San Fernando, Peru"
1998-04-01T17:56:00,-0.544,99.261,55.7,7,"Pariaman, Indonesia"
1998-03-14T19:40:00,30.154,57.605,9,6.6,"Kerman, Iran"
1998-01-30T12:16:00,-23.913,-70.207,42,7.1,Ant
1998-01-12T16:36:00,-15.848,-179.376,23.4,6.7,"Labasa, Fiji"
1998-01-12T10:14:00,-30.985,-71.41,34.8,6.6,"Ovalle, Chile"
1998-01-10T08:20:00,14.374,-91.473,33,6.6,"San José El Ídolo, Guatemala"
1997-12-22T02:05:00,-5.495,147.867,179.3,7.2,"Finschhafen, Papua New Guinea"
1997-12-05T11:26:00,54.841,162.035,33,7.8,"Ust’-Kamchatsk Staryy, Russia"
1997-11-25T12:14:00,1.241,122.536,24,7,"Gorontalo, Indonesia"
1997-11-18T13:07:00,37.57,20.656,33,6.6,"Lithakiá, Greece"
1997-11-15T18:59:00,-15.145,167.375,123.1,7,"Port-Olry, Vanuatu"
1997-11-09T22:56:00,13.849,-88.808,176.4,6.5,"San Sebastián, El Salvador"
1997-11-08T10:02:00,35.069,87.325,33,7.5,western Xizang
1997-10-28T06:15:00,-4.368,-76.681,112,7.2,"Barranca, Peru"
1997-10-15T01:03:00,-30.933,-71.22,58,7.1,"Monte Patria, Chile"
1997-10-14T09:53:00,-22.101,-176.772,167.3,7.8,"Haveluloto, Tonga"
1997-10-06T12:30:00,9.79,125.779,105.6,6.5,"Talisay, Philippines"
1997-09-02T12:13:00,3.849,-75.749,198.7,6.8,"Roncesvalles, Colombia"
1997-08-29T08:14:00,-3.562,144.362,22.8,6.6,"Angoram, Papua New Guinea"
1997-07-19T14:22:00,16.333,-98.216,33,6.9,"El Ciruelo, Mexico"
1997-07-09T19:24:00,10.598,-63.486,19.9,7,"Carúpano, Venezuela"
1997-07-06T09:54:00,-30.058,-71.872,19,6.8,"Coquimbo, Chile"
1997-05-22T07:50:00,18.684,-101.604,70,6.5,"Churumuco de Morelos, Mexico"
1997-05-21T14:10:00,-20.438,169.287,57,6.8,"Isangel, Vanuatu"
1997-05-13T14:13:00,36.411,70.945,196,6.5,"Jurm, Afghanistan"
1997-05-10T07:57:00,33.825,59.809,10,7.3,"Q?’en, Iran"
1997-04-23T19:44:00,13.986,144.901,100.8,6.5,"Yigo Village, Guam"
1997-04-22T09:31:00,11.112,-60.892,5,6.7,"Scarborough, Trinidad and Tobago"
1997-04-21T12:02:00,-12.584,166.676,33,7.7,"Sola, Vanuatu"
1997-04-05T12:23:00,-6.485,147.408,69.1,6.5,"Finschhafen, Papua New Guinea"
1997-03-11T19:22:00,7.742,127.647,10,6.9,"Kinablangan, Philippines"
1997-02-27T21:08:00,29.976,68.208,33,7.1,"Harnai, Pakistan"
1997-02-04T10:37:00,37.661,57.291,10,6.5,Turkmenistan-Iran border region
1997-01-11T20:28:00,18.219,-102.756,33,7.2,"El Habillal, Mexico"
1996-12-22T14:53:00,43.207,138.92,226.5,6.5,"Iwanai, Japan"
1996-12-02T22:17:00,31.789,131.314,49.2,6.7,"Miyazaki, Japan"
1996-11-19T10:44:00,35.345,78.133,33,6.9,"Thang, India"
1996-11-12T16:59:00,-14.993,-75.675,33,7.7,"Changuillo, Peru"
1996-10-19T14:44:00,31.885,131.468,22,6.7,"Miyazaki, Japan"
1996-10-18T10:50:00,30.568,131.093,10,6.6,"Nishinoomote, Japan"
1996-10-14T23:26:00,-7.133,155.568,24,6.8,"Panguna, Papua New Guinea"
1996-10-09T13:10:00,34.556,32.126,33,6.8,"Paphos, Cyprus"
1996-09-20T04:11:00,9.454,126.334,33,6.6,"Cortes, Philippines"
1996-09-20T04:10:00,9.463,126.284,33,6.6,"Cortes, Philippines"
1996-09-05T23:42:00,21.898,121.498,20,6.8,"Hengchun, Taiwan"
1996-08-02T12:55:00,-10.769,161.445,33,6.9,"Kirakira, Solomon Islands"
1996-07-22T14:19:00,1,120.45,33,7,"Palu, Indonesia"
1996-07-16T10:07:00,1.016,120.254,33,6.6,"Palu, Indonesia"
1996-07-15T21:23:00,17.6,-100.965,18.3,6.8,"Coyuquilla Norte, Mexico"
1996-06-17T11:22:00,-7.137,122.589,587.3,7.9,"Maumere, Indonesia"
1996-06-11T18:22:00,12.614,125.154,33,7.1,"Palapag, Philippines"
1996-06-10T15:24:00,51.478,-176.847,26.3,7.3,"Adak, Alaska"
1996-06-10T04:03:00,51.564,-177.632,33,7.9,"Adak, Alaska"
1996-06-10T01:04:00,-13.481,167.13,200.1,6.7,"Sola, Vanuatu"
1996-04-29T14:40:00,-6.518,154.999,44,7.2,"Panguna, Papua New Guinea"
1996-04-19T00:19:00,-23.944,-70.093,49.5,6.6,Ant
1996-03-17T14:48:00,-14.705,167.297,164.4,6.7,"Port-Olry, Vanuatu"
1996-03-03T16:37:00,11.905,-86.772,33,6.7,"Villa El Carmen, Nicaragua"
1996-03-03T14:55:00,11.657,-86.856,33,6.6,"Masachapa, Nicaragua"
1996-02-25T03:08:00,15.978,-98.07,21.1,7.1,"Santa María Chico Ometepec, Mexico"
1996-02-21T12:51:00,-9.593,-79.587,10,7.5,"Puerto Santa, Peru"
1996-02-17T20:18:00,-0.917,136.225,31.9,6.5,"Biak, Indonesia"
1996-02-17T14:21:00,-0.567,135.84,19.2,6.5,"Insrom, Indonesia"
1996-02-17T05:59:00,-0.891,136.952,33,8.09,"Biak, Indonesia"
1996-02-16T15:22:00,37.353,142.38,40.8,6.7,"Namie, Japan"
1996-02-07T21:36:00,45.324,149.892,42.6,7.2,"Kuril’sk, Russia"
1996-02-03T11:14:00,27.291,100.276,11.1,6.6,"Lijiang, China"
1996-01-01T09:57:00,53.826,159.586,33,6.6,"Yelizovo, Russia"
1996-01-01T08:05:00,0.729,119.931,24,7.9,"Palu, Indonesia"
1995-12-25T04:43:00,-6.903,129.151,141.9,7.1,"Lospalos, Timor Leste"
1995-12-19T23:28:00,-3.703,140.233,63.4,6.5,"Abepura, Indonesia"
1995-12-03T18:01:00,44.663,149.3,33,7.9,"Kuril’sk, Russia"
1995-11-22T04:15:00,28.826,34.799,10,7.2,"Nuwaybi‘a, Egypt"
1995-11-01T00:35:00,-28.906,-71.417,19.9,6.7,"Vallenar, Chile"
1995-10-21T02:38:00,16.84,-93.469,159.3,7.2,"Ocozocoautla de Espinosa, Mexico"
1995-10-19T02:41:00,28.094,130.148,19.7,6.8,"Naze, Japan"
1995-10-18T10:37:00,27.929,130.175,28.4,7.1,"Naze, Japan"
1995-10-09T15:35:00,19.055,-104.205,33,8,"El Colomo, Mexico"
1995-10-06T18:09:00,-2.045,101.436,33,6.8,"Sungai Penuh, Indonesia"
1995-10-03T12:44:00,-2.778,-77.851,16.7,6.5,"Sucúa, Ecuador"
1995-10-03T01:51:00,-2.75,-77.881,24.4,7,"Sucúa, Ecuador"
1995-09-23T22:31:00,-10.68,-78.581,59.9,6.5,"Paramonga, Peru"
1995-09-14T14:04:00,16.779,-98.597,23,7.4,"Azoyú, Mexico"
1995-08-28T10:46:00,26.092,-110.284,12.2,6.6,"Etchoropo, Mexico"
1995-08-19T21:43:00,5.139,-75.577,119.6,6.6,"Neira, Colombia"
1995-08-16T23:10:00,-5.771,154.347,33,7.2,"Panguna, Papua New Guinea"
1995-08-16T16:24:00,-5.429,153.773,18.7,6.6,"Kokopo, Papua New Guinea"
1995-08-16T10:27:00,-5.799,154.178,30.1,7.7,"Panguna, Papua New Guinea"
1995-08-14T04:37:00,-4.836,151.515,127.9,6.7,"Kokopo, Papua New Guinea"
1995-07-30T05:11:00,-23.34,-70.294,45.6,8,Ant
1995-07-11T21:46:00,21.966,99.196,12.5,6.8,"Jinghong, China"
1995-06-29T12:24:00,-19.544,169.287,139.4,6.6,"Isangel, Vanuatu"
1995-06-15T00:15:00,38.401,22.283,14.2,6.5,"Galaxídhion, Greece"
1995-05-27T13:03:00,52.629,142.827,11,7.1,"Tungor, Russia"
1995-05-16T20:12:00,-23.008,169.9,20.2,7.7,"Vao, New Caledonia"
1995-05-14T11:33:00,-8.378,125.127,11.2,6.9,"Maubara, Timor Leste"
1995-05-13T08:47:00,40.149,21.695,14,6.6,"Aianí, Greece"
1995-05-05T03:53:00,12.626,125.297,16,7.1,"Cabatuan, Philippines"
