date,latitude,longitude,depth_km,magnitude,location
2024-12-20T05:52:10,37.5415,30.5452,5.0,1.6,ALKAYA-BUCAK (BURDUR) İlksel
2024-12-20T05:44:39,38.4495,39.2325,5.5,2.5,ALINCIK-SIVRICE (ELAZIG) İlksel
2024-12-20T05:37:53,36.1427,31.2937,11.2,2.2,AKDENIZ İlksel
2024-12-20T04:57:05,38.0212,36.737,26.0,1.3,YESILKOY-GOKSUN (KAHRAMANMARAS) İlksel
2024-12-20T04:39:50,40.395,28.4537,11.8,2.3,BOGAZ-KARACABEY (BURSA) İlksel
2024-12-20T04:28:25,37.6308,29.918,5.0,2.3,BUYUKYAKA-YESILOVA (BURDUR) İlksel
2024-12-20T04:21:30,39.1073,39.0323,17.9,1.2,GOZLUCAYIR-CEMISGEZEK (TUNCELI) İlksel
2024-12-20T03:27:05,37.083,36.8848,5.4,2.1,KUZOLUK-NURDAGI (GAZIANTEP) İlksel
2024-12-20T03:22:44,36.8753,28.22,12.3,1.2,YESILBELDE-MARMARIS (MUGLA) İlksel
2024-12-20T03:09:09,40.4037,28.838,10.2,1.8,KUMYAKA-MUDANYA (BURSA) REVIZE01 (2024.12.20 03:09:09)
2024-12-20T03:07:03,40.4037,28.8297,8.0,2.4,KUMYAKA-MUDANYA (BURSA) İlksel
2024-12-20T02:47:59,37.9938,29.5335,9.8,1.6,BOGAZICI-BAKLAN (DENIZLI) İlksel
2024-12-20T02:42:56,38.1227,36.6787,5.4,1.7,KARAOMER-GOKSUN (KAHRAMANMARAS) İlksel
2024-12-20T02:01:03,40.4293,27.1518,15.6,1.9,AKSAZ-BIGA (CANAKKALE) İlksel
2024-12-20T01:29:33,40.4005,28.8192,8.1,2.2,KUMYAKA-MUDANYA (BURSA) İlksel
2024-12-20T01:24:19,38.0845,37.5188,6.0,2.0,SUNNETKOY-ELBISTAN (KAHRAMANMARAS) İlksel
2024-12-20T00:09:37,37.6028,29.9638,3.0,2.0,YARISLI-YESILOVA (BURDUR) İlksel
2024-12-19T23:30:47,37.2022,36.0353,14.0,1.5,BIRKENT-CEYHAN (ADANA) İlksel
2024-12-19T23:23:00,37.1247,36.7458,8.9,1.6,GOZLUHUYUK-NURDAGI (GAZIANTEP) İlksel
2024-12-19T21:52:07,37.316,36.8788,7.6,1.7,BALIKALAN-NURDAGI (GAZIANTEP) İlksel
2024-12-19T21:16:13,39.7453,38.9468,2.4,2.4,AGACSARAY-KEMAH (ERZINCAN) İlksel
2024-12-19T21:11:56,39.7457,38.9533,12.2,1.6,AGACSARAY-KEMAH (ERZINCAN) İlksel
2024-12-19T20:58:46,39.7213,38.9253,3.5,2.3,AGACSARAY-KEMAH (ERZINCAN) İlksel
2024-12-19T20:57:22,40.7048,29.26,8.7,2.5,YALOVA ACIKLARI (MARMARA DENIZI) İlksel
2024-12-19T20:40:40,39.7217,38.9252,8.5,2.2,AGACSARAY-KEMAH (ERZINCAN) İlksel
2024-12-19T20:35:19,39.7257,38.9283,1.1,2.3,AGACSARAY-KEMAH (ERZINCAN) İlksel
2024-12-19T20:05:59,37.5542,26.7617,5.0,1.8,EGE DENIZI İlksel
2024-12-19T19:15:18,39.3835,28.268,8.9,2.8,ADALI-BIGADIC (BALIKESIR) İlksel
2024-12-19T18:51:43,40.4117,28.8413,15.3,2.2,KUMYAKA-MUDANYA (BURSA) İlksel
2024-12-19T18:08:11,40.4637,26.2355,15.0,1.2,SAROS KORFEZI (EGE DENIZI) İlksel
2024-12-19T17:19:54,37.2875,36.2255,7.8,2.0,KARATEPE-KADIRLI (OSMANIYE) İlksel
2024-12-19T17:00:24,39.3162,23.5882,5.5,2.5,YUNANISTAN İlksel
2024-12-19T16:57:04,37.4933,37.2283,6.1,2.5,YARBASI-PAZARCIK (KAHRAMANMARAS) İlksel
2024-12-19T16:13:40,39.1205,40.09,5.0,3.1,OZLUCE-KARAKOCAN (ELAZIG) İlksel
2024-12-19T15:53:35,38.0707,33.4072,9.1,1.1,ESENTEPE-KARATAY (KONYA) İlksel
2024-12-19T15:29:38,35.3567,33.1635,0.0,1.2,KIBRIS-LAPTA İlksel
2024-12-19T15:14:13,40.398,28.8047,6.9,1.8,ZEYTINBAGI-MUDANYA (BURSA) İlksel
2024-12-19T14:39:07,37.902,36.5098,5.0,1.9,DEGIRMENDERE-GOKSUN (KAHRAMANMARAS) İlksel
2024-12-19T14:22:54,36.6167,36.1982,5.4,1.5,CINARLI-ISKENDERUN (HATAY) İlksel
2024-12-19T14:09:25,36.1412,33.6597,0.0,1.5,YESILOVACIK-SILIFKE (MERSIN) İlksel
2024-12-19T13:31:46,37.6678,38.352,15.3,1.5,DISBUDAK-(ADIYAMAN) İlksel
2024-12-19T13:29:09,39.1985,29.2868,0.0,1.5,HAMAMKOY-HISARCIK (KUTAHYA) İlksel
2024-12-19T13:06:39,36.1657,34.3767,5.0,1.6,KURTULUS ACIKLARI-MERSIN (AKDENIZ) İlksel
2024-12-19T13:03:10,35.5415,33.5482,5.0,2.0,AKDENIZ İlksel
2024-12-19T12:57:18,38.4577,39.1755,8.0,2.3,DEDEYOLU-SIVRICE (ELAZIG) İlksel
2024-12-19T12:30:47,39.3105,27.837,0.0,1.6,HAMIDIYE-KIRKAGAC (MANISA) İlksel
2024-12-19T12:28:40,36.4028,33.7373,1.0,0.8,KEBEN-SILIFKE (MERSIN) İlksel
2024-12-19T12:12:35,38.292,34.724,13.1,1.4,AGCASAR-(NIGDE) İlksel
2024-12-19T12:12:01,38.9833,39.5328,9.5,1.5,ASAGITARLACIK-MAZGIRT (TUNCELI) İlksel
2024-12-19T12:06:24,39.3305,27.8675,2.6,2.2,KOCAISKAN-KIRKAGAC (MANISA) İlksel
2024-12-19T12:02:55,37.8923,41.3558,11.9,1.5,ASMADERE-BESIRI (BATMAN) İlksel
2024-12-19T11:59:21,37.456,36.5365,27.1,1.1,COKRAN-(KAHRAMANMARAS) İlksel
2024-12-19T11:55:27,38.2288,38.2822,26.1,1.6,KOZLUK-YESILYURT (MALATYA) İlksel
2024-12-19T11:04:20,37.1195,37.009,0.0,1.6,TERKEN-NURDAGI (GAZIANTEP) İlksel
2024-12-19T10:19:28,39.7558,27.7005,7.7,1.4,TURPLU-(BALIKESIR) İlksel
2024-12-19T09:48:03,38.99,39.1048,26.6,1.2,BULGURTEPE-PERTEK (TUNCELI) İlksel
2024-12-19T09:26:03,40.0985,31.7905,9.9,2.0,KAYABUKU-BEYPAZARI (ANKARA) İlksel
2024-12-19T08:39:18,36.6643,36.4542,5.3,1.7,YUVALI-HASSA (HATAY) İlksel
2024-12-19T07:49:31,38.0,36.5343,6.6,1.3,ASLANBEYCIFTLIGI-GOKSUN (KAHRAMANMARAS) İlksel
2024-12-19T07:29:54,40.0863,36.0672,4.0,1.8,ARPACIKARACAY-SULUSARAY (TOKAT) İlksel
2024-12-19T07:27:28,35.8378,27.1215,14.4,1.6,AKDENIZ İlksel
2024-12-19T07:26:06,38.067,36.64,6.6,1.8,GUCUKSU-GOKSUN (KAHRAMANMARAS) İlksel
2024-12-19T07:15:44,37.7812,35.6623,19.4,1.1,GORBEYAZ-KOZAN (ADANA) İlksel
2024-12-19T06:19:16,40.1407,31.7078,10.6,1.6,ULUKOY-NALLIHAN (ANKARA) İlksel
2024-12-19T06:02:05,35.4927,27.4453,5.0,2.4,AKDENIZ İlksel
2024-12-19T05:55:25,38.0217,29.0852,14.2,1.0,EYMIR-(DENIZLI) İlksel
2024-12-19T05:50:56,37.9625,36.3343,5.0,1.7,SIRMALI-GOKSUN (KAHRAMANMARAS) İlksel
2024-12-19T05:36:05,40.6592,40.5768,8.4,2.0,KAMA-IKIZDERE (RIZE) İlksel
2024-12-19T05:28:16,37.9268,29.4943,10.7,1.4,DENIZLER-CAL (DENIZLI) İlksel
2024-12-19T05:25:12,35.9948,26.8498,12.7,2.0,AKDENIZ İlksel
2024-12-19T05:24:02,40.1728,23.3362,6.3,2.4,YUNANISTAN İlksel
2024-12-19T04:58:41,37.9412,29.4785,7.1,3.7,DENIZLER-CAL (DENIZLI) İlksel
2024-12-19T04:12:35,38.9948,25.9702,13.7,1.7,MIDILLI ADASI GUNEYI (EGE DENIZI) İlksel
2024-12-19T03:42:37,37.7855,37.6687,7.7,1.3,YARBASI-GOLBASI (ADIYAMAN) İlksel
2024-12-19T03:32:17,40.7263,27.458,16.6,2.0,GUZELKOY ACIKLARI-TEKIRDAG (MARMARA DENIZI) İlksel
2024-12-19T03:20:14,36.0002,27.2153,9.3,2.0,AKDENIZ İlksel
2024-12-19T03:05:14,36.2205,28.7943,26.5,1.2,AKDENIZ İlksel
2024-12-19T02:52:14,38.1492,37.0705,4.4,1.1,IGDE-ELBISTAN (KAHRAMANMARAS) İlksel
2024-12-19T02:22:46,40.6297,30.4872,9.2,2.2,KANLICAY-KARAPURCEK (SAKARYA) İlksel
2024-12-19T02:17:32,37.2995,37.0373,5.4,2.2,CENNETPINARI-PAZARCIK (KAHRAMANMARAS) İlksel
2024-12-19T01:47:30,37.7358,36.5315,6.6,1.8,AKGUMUS-ANDIRIN (KAHRAMANMARAS) İlksel
2024-12-19T01:45:13,38.8765,43.503,7.1,2.2,ERMISLER-(VAN) İlksel
2024-12-19T01:26:53,35.5513,26.2307,5.9,2.1,GIRIT ADASI (AKDENIZ) İlksel
2024-12-19T00:47:47,39.2777,36.2515,5.7,1.8,KOMURKAYA-SARKISLA (SIVAS) İlksel
2024-12-19T00:41:24,39.3793,25.6243,10.3,1.5,EGE DENIZI İlksel
2024-12-19T00:34:25,41.0268,33.1988,5.0,1.8,KARAKUZU-BAYRAMOREN (CANKIRI) İlksel
2024-12-19T00:14:47,37.4578,30.6212,4.2,1.5,BUCAK (BURDUR) İlksel
2024-12-18T23:40:24,38.1132,30.9113,13.8,1.5,YENICE-GELENDOST (ISPARTA) İlksel
2024-12-18T21:42:57,35.7302,25.3605,8.2,2.0,GIRIT ADASI (AKDENIZ) İlksel
2024-12-18T21:05:45,37.6108,35.878,6.6,2.1,KARABUCAK-KOZAN (ADANA) İlksel
2024-12-18T20:36:26,36.4473,36.3137,5.3,1.8,OZSOGUKSU-KIRIKHAN (HATAY) İlksel
2024-12-18T20:29:11,38.0037,36.702,6.8,1.5,KIZILOZ-GOKSUN (KAHRAMANMARAS) İlksel
2024-12-18T20:20:27,37.9182,36.499,8.4,1.5,DEGIRMENDERE-GOKSUN (KAHRAMANMARAS) İlksel
2024-12-18T20:18:56,37.5327,26.8713,13.5,1.7,EGE DENIZI İlksel
2024-12-18T20:06:26,37.6255,35.3903,14.5,1.8,YETIMLI-ALADAG (ADANA) İlksel
2024-12-18T19:52:12,38.3802,38.7832,2.3,1.6,KOZLUK-KALE (MALATYA) İlksel
2024-12-18T19:24:24,40.2977,29.497,12.8,1.6,SELIMIYE-YENISEHIR (BURSA) REVIZE01 (2024.12.18 19:24:24)
2024-12-18T18:51:54,39.7593,41.9755,9.1,1.7,YESILOVA-KARAYAZI (ERZURUM) İlksel
2024-12-18T18:06:42,39.1427,42.0728,12.5,1.9,KARAAGIL-BULANIK (MUS) İlksel
2024-12-18T16:48:14,38.0593,29.0352,5.5,2.5,ERTUGRUL-GUNEY (DENIZLI) İlksel
2024-12-18T15:51:39,40.1407,23.1678,6.4,3.0,YUNANISTAN İlksel
2024-12-18T15:05:48,36.9757,27.2507,6.2,1.7,AKYARLAR-BODRUM (MUGLA) İlksel
2024-12-18T15:01:05,38.0348,29.0702,9.5,1.8,BELENARDIC-AKKOY (DENIZLI) İlksel
2024-12-18T14:56:38,38.2023,31.0267,11.7,1.3,CALTI-GELENDOST (ISPARTA) İlksel
2024-12-18T14:26:48,38.5822,39.1527,24.3,1.1,TADIM-(ELAZIG) İlksel
2024-12-18T14:21:43,37.8165,38.2832,3.4,1.7,PALANLI-(ADIYAMAN) İlksel
2024-12-18T14:18:12,39.3483,29.3213,0.0,1.5,SARIAYAK-EMET (KUTAHYA) İlksel
2024-12-18T14:04:05,38.0985,37.2258,14.3,1.4,AKPINAR-EKINOZU (KAHRAMANMARAS) İlksel
2024-12-18T13:42:05,39.5305,28.2125,3.0,1.7,DOGANCAM-BIGADIC (BALIKESIR) İlksel
2024-12-18T13:37:55,39.519,28.1018,26.1,1.2,YENIKOY-BIGADIC (BALIKESIR) İlksel
2024-12-18T13:36:38,39.497,28.1563,10.9,1.4,ISKELE-BIGADIC (BALIKESIR) İlksel
2024-12-18T13:10:47,37.7885,27.0938,5.3,1.8,KUSADASI KORFEZI (EGE DENIZI) İlksel
2024-12-18T13:08:26,39.45,28.0432,16.8,1.5,DEDECINAR-BIGADIC (BALIKESIR) İlksel
2024-12-18T13:07:12,39.4398,28.1587,7.6,2.1,SALMANLI-BIGADIC (BALIKESIR) İlksel
2024-12-18T13:04:06,37.0292,36.9093,9.3,1.6,KUZOLUK-NURDAGI (GAZIANTEP) İlksel
2024-12-18T12:53:29,38.4428,39.2453,4.2,1.8,KURKKOY-SIVRICE (ELAZIG) İlksel
2024-12-18T12:46:47,39.3478,33.4035,0.0,1.4,KUCUKCAMILI-BALA (ANKARA) İlksel
2024-12-18T12:44:19,36.9637,35.7385,5.0,1.2,AGACPINAR-CEYHAN (ADANA) İlksel
2024-12-18T12:18:21,38.2103,37.7788,11.9,2.0,CAVUSLU-DOGANSEHIR (MALATYA) REVIZE01 (2024.12.18 12:18:22)
2024-12-18T11:58:55,35.8688,27.495,8.1,3.5,AKDENIZ İlksel
2024-12-18T11:24:13,38.1118,37.2007,5.8,2.0,AKPINAR-EKINOZU (KAHRAMANMARAS) İlksel
2024-12-18T10:31:12,40.0723,36.0348,16.2,1.4,ARPACIKARACAY-SULUSARAY (TOKAT) İlksel
2024-12-18T09:50:35,36.001,31.0165,12.3,1.7,AKDENIZ İlksel
2024-12-18T09:47:54,38.0732,29.0285,11.1,1.3,ERTUGRUL-GUNEY (DENIZLI) İlksel
2024-12-18T09:46:57,40.3123,24.176,8.8,2.6,YUNANISTAN İlksel
2024-12-18T09:43:59,38.1208,37.1407,2.5,1.8,GUPLUCE-ELBISTAN (KAHRAMANMARAS) İlksel
2024-12-18T09:25:48,40.7978,31.0448,13.7,1.8,ICMELER-GOLYAKA (DUZCE) İlksel
2024-12-18T08:52:12,36.4292,31.8115,16.8,2.2,ANTALYA KORFEZI (AKDENIZ) İlksel
2024-12-18T06:57:57,40.1577,31.7248,5.0,1.8,SEKLI-BEYPAZARI (ANKARA) İlksel
2024-12-18T06:51:46,38.1675,30.9288,4.3,2.6,AKDAG-GELENDOST (ISPARTA) İlksel
2024-12-18T06:44:44,40.8167,31.3268,12.2,1.7,SARICOKEK-KAYNASLI (DUZCE) İlksel
2024-12-18T06:26:04,38.0763,29.0533,7.8,1.8,ERTUGRUL-GUNEY (DENIZLI) İlksel
2024-12-18T06:16:27,40.3493,24.1413,13.0,1.4,YUNANISTAN İlksel
2024-12-18T06:11:36,40.404,28.8248,7.4,1.6,KUMYAKA-MUDANYA (BURSA) İlksel
2024-12-18T05:41:32,37.055,36.9182,6.2,2.8,KUZOLUK-NURDAGI (GAZIANTEP) İlksel
2024-12-18T05:30:37,38.0702,29.0522,7.5,1.7,BELENARDIC-AKKOY (DENIZLI) İlksel
2024-12-18T04:50:14,38.0865,37.742,7.7,1.6,SOGUT-DOGANSEHIR (MALATYA) İlksel
2024-12-18T04:35:30,38.4267,38.8392,17.2,1.0,GULENKOY-KALE (MALATYA) İlksel
2024-12-18T04:16:03,37.8608,36.6785,8.2,1.1,SAHINKAYASI-(KAHRAMANMARAS) İlksel
2024-12-18T04:09:53,36.8387,36.3747,2.7,1.3,KAPILI-DORTYOL (HATAY) İlksel
2024-12-18T04:06:24,40.8083,27.7945,14.2,1.1,MARMARA DENIZI İlksel
2024-12-18T04:03:11,38.2355,38.656,5.0,1.7,KAVAKLIDERE-PUTURGE (MALATYA) İlksel
2024-12-18T03:56:44,38.0762,29.0552,2.3,1.9,ERTUGRUL-GUNEY (DENIZLI) İlksel
2024-12-18T03:56:06,38.7182,38.8805,7.8,1.5,ASAGICAKMAK-KEBAN (ELAZIG) İlksel
2024-12-18T03:41:26,39.7233,26.0625,16.8,1.4,TAVAKLI ACIKLARI-CANAKKALE (EGE DENIZI) İlksel
2024-12-18T03:37:52,37.7695,35.6228,6.4,1.3,YUKARIKECILI-KOZAN (ADANA) İlksel
2024-12-18T03:35:29,38.6237,39.4212,2.3,1.4,YENIKAPI-(ELAZIG) İlksel
2024-12-18T03:16:55,38.0417,29.0352,14.8,1.1,BELENARDIC-AKKOY (DENIZLI) İlksel
2024-12-18T03:08:18,38.0848,29.0513,6.4,2.0,ERTUGRUL-GUNEY (DENIZLI) İlksel
2024-12-18T03:01:23,38.0687,29.0472,7.6,4.0,ERTUGRUL-GUNEY (DENIZLI) İlksel
2024-12-18T02:43:16,35.501,27.0262,9.6,2.1,AKDENIZ İlksel
2024-12-18T02:36:30,38.4695,38.068,8.0,1.4,ILICAK-AKCADAG (MALATYA) İlksel
2024-12-18T02:32:14,40.9693,24.9522,8.1,1.6,YUNANISTAN İlksel
2024-12-18T02:31:32,39.5553,28.212,3.4,1.9,TILKICIK-KEPSUT (BALIKESIR) İlksel
2024-12-18T02:28:05,38.9975,40.5277,5.3,1.5,KURTULUS-(BINGOL) İlksel
2024-12-18T02:19:28,35.7187,31.369,5.0,2.5,AKDENIZ İlksel
2024-12-18T02:16:39,38.6283,39.4912,7.6,1.4,ELMAPINARI-(ELAZIG) İlksel
2024-12-18T02:13:03,39.4073,42.9893,2.8,1.8,SULEYMANKUMBET-HAMUR (AGRI) İlksel
2024-12-18T02:05:45,38.4323,31.7793,26.4,0.8,KONARI-TUZLUKCU (KONYA) İlksel
2024-12-18T01:48:39,38.143,38.6075,5.6,1.6,TEKEDERESI-PUTURGE (MALATYA) İlksel
2024-12-18T01:10:38,38.3162,38.7907,5.0,1.7,BOLUKKAYA-PUTURGE (MALATYA) İlksel
2024-12-18T00:55:26,39.3763,28.2507,6.2,3.0,DURASILAR-BIGADIC (BALIKESIR) İlksel
2024-12-18T00:24:02,39.0485,27.4915,7.6,1.6,KALEMKOY-KINIK (IZMIR) İlksel
2024-12-18T00:01:43,39.4145,25.942,12.9,2.2,BADEMLI ACIKLARI-CANAKKALE (EGE DENIZI) İlksel
2024-12-17T23:58:30,39.431,25.9097,8.3,1.4,BADEMLI ACIKLARI-CANAKKALE (EGE DENIZI) İlksel
2024-12-17T22:38:26,38.367,38.8328,5.4,1.8,AKUSAGI-KALE (MALATYA) İlksel
